日期,MOM20,MOM120,RSI,PB,PE,DIV,ROE,PROFIT_GR,VOL,BETA
2018-03-01,-6.11,-6.11,-0.39000000000000057,-1.4700000000000002,-0.6400000000000006,-0.8799999999999999,-3.9,-4.08,1.5599999999999996,3.860000000000001
2018-04-01,1.68,1.68,-1.08,4.37,2.42,1.8399999999999999,-1.56,-0.06000000000000005,5.16,3.9599999999999995
2018-05-01,-1.1799999999999997,-1.1799999999999997,-0.04999999999999982,-2.88,-1.5399999999999998,2.52,7.37,3.17,1.89,1.79
2018-06-01,5.67,5.67,4.14,3.16,2.99,7.5,6.0600000000000005,3.2699999999999996,1.6899999999999995,-2.2800000000000002
2018-07-01,5.95,5.95,-2.9099999999999997,10.19,8.38,6.2299999999999995,-0.33999999999999997,0.8200000000000003,10.14,3.4
2018-08-01,5.680000000000001,5.680000000000001,8.46,9.22,4.680000000000001,1.3800000000000003,-3.3100000000000005,-3.1300000000000003,3.16,0.009999999999999787
2018-09-01,0.4900000000000002,0.4900000000000002,1.88,2.98,0.3099999999999996,2.4499999999999997,-0.43000000000000016,-2.34,2.77,2.32
2018-10-01,1.08,1.08,3.749999999999999,13.5,6.68,-2.29,-16.42,-12.069999999999999,7.67,2.6999999999999997
2018-11-01,-1.51,-1.51,0.39,-6.67,-2.6399999999999997,-4.19,1.27,-6.92,-7.42,-4.630000000000001
2018-12-01,-1.35,-1.35,-0.7799999999999998,2.75,3.2700000000000005,4.5,0.040000000000000036,1.4200000000000008,8.299999999999999,9.870000000000001
2019-01-01,-3.56,-3.56,-3.5800000000000005,0.6899999999999995,4.0600000000000005,6.6899999999999995,3.5299999999999994,-3.6799999999999997,-0.6699999999999999,-3.8800000000000003
2019-02-01,-8.99,-8.99,-16.03,-10.989999999999998,-12.68,-15.93,-1.0200000000000031,1.4800000000000004,-10.67,4.220000000000001
2019-03-01,4.37,4.37,4.7299999999999995,-7.51,-6.38,-7.99,4.87,5.63,-2.52,-2.09
2019-04-01,0.08000000000000007,0.08000000000000007,4.8500000000000005,2.01,5.22,2.27,8.67,3.74,4.35,-1.39
2019-05-01,1.3399999999999999,1.3399999999999999,1.04,-1.0099999999999998,1.7700000000000005,1.7800000000000002,2.5699999999999994,3.7700000000000005,5.8500000000000005,3.8099999999999996
2019-06-01,-0.6800000000000015,-0.6800000000000015,6.07,-6.09,-6.2700000000000005,-1.2700000000000005,-3.0600000000000005,-4.59,-4.59,-2.46
2019-07-01,-1.24,-1.24,-1.7799999999999998,-0.44999999999999996,2.43,0.07999999999999999,3.3200000000000003,2.52,-0.4,2.2600000000000002
2019-08-01,0.4500000000000002,0.4500000000000002,2.71,-12.280000000000001,-11.1,-7.07,5.74,4.260000000000001,-6.66,-6.2700000000000005
2019-09-01,-1.52,-1.52,-3.91,0.3900000000000001,1.1099999999999999,1.5100000000000002,-0.17000000000000004,0.3999999999999999,-1.75,0.20999999999999996
2019-10-01,-0.14000000000000012,-0.14000000000000012,4.8100000000000005,-0.48,2.4999999999999996,-2.67,6.04,-0.10999999999999999,1.41,0.42000000000000004
2019-11-01,-0.09000000000000008,-0.09000000000000008,1.4,-2.52,-0.45999999999999996,3.46,1.17,-1.7400000000000002,-0.6199999999999999,-1.1700000000000002
2019-12-01,6.07,6.07,3.250000000000001,-7.779999999999999,-6.48,-3.93,-0.75,2.2300000000000004,-5.25,-6.180000000000001
2020-01-01,-4.6,-4.6,-8.11,-3.3899999999999997,-7.5,-5.789999999999999,-4.16,0.28,-6.050000000000001,-2.5799999999999996
2020-02-01,3.55,3.55,7.39,-3.84,-5.79,-4.41,-2.52,5.35,-6.84,-4.930000000000001
2020-03-01,7.49,7.49,3.3299999999999996,3.9899999999999998,3.6,3.91,1.8399999999999999,1.7899999999999991,9.15,12.58
2020-04-01,-12.110000000000001,-12.110000000000001,-6.43,-8.92,-1.4800000000000004,-7.58,9.14,6.0,-10.11,-7.819999999999999
2020-05-01,4.16,4.16,3.4699999999999998,-5.67,-2.36,-2.92,2.6100000000000003,-3.46,-2.9699999999999998,-1.9
2020-06-01,4.539999999999999,4.539999999999999,9.13,-15.61,-12.97,-15.659999999999998,5.870000000000001,-2.33,-14.059999999999999,-11.09
2020-07-01,10.420000000000002,10.420000000000002,12.72,-16.01,-15.29,-10.479999999999999,3.9000000000000004,2.9399999999999995,-13.100000000000001,7.659999999999998
2020-08-01,-2.59,-2.59,-1.52,1.4500000000000002,4.07,2.95,2.3899999999999997,0.95,1.93,-3.19
2020-09-01,7.660000000000001,7.660000000000001,5.24,0.5799999999999996,2.9599999999999995,2.4299999999999997,5.16,3.83,-2.6399999999999997,-2.7
2020-10-01,3.3000000000000003,3.3000000000000003,3.57,2.04,3.58,3.41,4.18,-3.48,-0.9299999999999999,-1.7799999999999998
2020-11-01,-1.0299999999999994,-1.0299999999999994,-2.1900000000000004,8.28,3.66,6.5600000000000005,-4.460000000000001,-3.6799999999999997,6.8,7.13
2020-12-01,-6.91,-6.91,-11.44,-22.93,-17.39,-13.870000000000001,10.15,-0.9500000000000002,-16.68,-2.31
2021-01-01,13.75,13.75,8.120000000000001,-4.0200000000000005,-4.569999999999999,-3.76,2.74,-1.79,-1.2200000000000002,2.6500000000000004
2021-02-01,-5.13,-5.13,-3.81,10.620000000000001,11.34,6.640000000000001,-2.09,-0.93,9.280000000000001,7.140000000000001
2021-03-01,2.81,2.81,0.020000000000000462,8.3,7.54,7.989999999999999,-3.119999999999999,-0.39999999999999947,7.190000000000001,4.87
2021-04-01,-5.279999999999999,-5.279999999999999,-1.96,-10.43,-9.84,-6.140000000000001,3.18,2.4000000000000004,-8.25,-9.8
2021-05-01,-1.6800000000000002,-1.6800000000000002,-1.7400000000000002,-2.0400000000000005,-2.96,-3.38,-1.9500000000000002,0.14999999999999947,-4.66,-2.9
2021-06-01,1.07,1.07,2.53,-4.5,-7.529999999999999,-5.74,-2.0,4.13,-7.23,3.54
2021-07-01,15.61,15.61,10.190000000000001,1.6100000000000012,-8.28,-4.090000000000001,-8.370000000000001,-2.4199999999999995,-11.01,-5.430000000000001
2021-08-01,-0.25,-0.25,-6.37,15.96,10.969999999999999,6.49,-12.11,-3.4499999999999997,3.7,5.46
2021-09-01,-4.26,-4.26,-5.48,-2.3499999999999996,3.87,3.66,10.780000000000001,10.55,10.51,1.9
2021-10-01,-11.5,-11.5,-4.45,-2.75,-8.29,-8.82,0.2600000000000007,-2.79,-5.48,-1.1600000000000001
2021-11-01,-7.66,-7.66,-6.29,0.2799999999999998,-1.04,0.8499999999999999,-4.97,-6.82,1.6400000000000001,0.48999999999999977
2021-12-01,-4.86,-4.86,-3.5500000000000003,0.3999999999999999,2.1300000000000003,1.5299999999999998,2.35,0.21999999999999975,1.72,-4.26
2022-01-01,6.180000000000001,6.180000000000001,3.089999999999999,11.38,13.040000000000001,14.89,-4.24,-3.030000000000001,10.209999999999999,8.3
2022-02-01,1.7200000000000002,1.7200000000000002,0.38999999999999996,3.28,-0.18000000000000016,0.0,-3.34,3.18,-2.31,3.1999999999999997
2022-03-01,6.25,6.25,4.619999999999999,10.280000000000001,11.13,13.86,-5.7299999999999995,-5.209999999999999,0.5700000000000003,6.65
2022-04-01,5.239999999999999,5.239999999999999,8.350000000000001,3.59,8.58,10.03,6.449999999999999,7.540000000000001,2.02,3.6799999999999997
2022-05-01,-4.85,-4.85,-3.46,-2.14,-2.29,-3.4899999999999998,1.1800000000000002,0.7500000000000004,-7.28,-7.33
2022-06-01,4.34,4.34,-1.88,-11.39,-10.3,-5.27,6.98,-3.2799999999999994,-8.580000000000002,-8.38
2022-07-01,-7.17,-7.17,-8.079999999999998,7.3999999999999995,2.2200000000000006,2.37,-6.11,-2.5300000000000002,5.580000000000001,5.3999999999999995
2022-08-01,3.19,3.19,-2.54,3.75,4.24,6.97,0.09999999999999987,-1.06,5.6899999999999995,1.3900000000000001
2022-09-01,12.69,12.69,11.729999999999999,3.9299999999999997,-0.17999999999999972,6.79,2.4400000000000004,-10.920000000000002,9.26,3.8200000000000003
2022-10-01,-16.080000000000002,-16.080000000000002,-8.98,0.29000000000000004,-7.42,-9.28,-16.63,-7.09,-5.140000000000001,4.93
2022-11-01,-14.47,-14.47,-13.639999999999999,4.5600000000000005,8.790000000000003,8.07,0.41999999999999993,0.7800000000000011,2.1399999999999997,-3.95
2022-12-01,1.14,1.14,-1.69,-8.44,-6.33,0.7399999999999998,4.85,-2.96,-2.05,-6.4399999999999995
2023-01-01,-5.62,-5.62,-7.379999999999999,-5.510000000000001,-2.4400000000000004,-6.9,4.430000000000001,4.09,-5.41,2.830000000000001
2023-02-01,-8.49,-8.49,-2.5100000000000002,4.33,0.39,4.38,0.43999999999999995,-4.91,5.69,2.15
2023-03-01,-3.5800000000000005,-3.5800000000000005,-1.39,10.48,7.23,9.09,-2.41,3.77,9.17,6.29
2023-04-01,6.510000000000001,6.510000000000001,8.54,13.629999999999999,9.95,6.7,-5.55,-5.89,-2.91,-9.16
2023-05-01,1.9800000000000004,1.9800000000000004,4.28,-0.6499999999999995,-0.6000000000000005,2.4699999999999998,-4.87,-4.57,4.72,5.890000000000001
2023-06-01,-1.7999999999999998,-1.7999999999999998,-1.53,2.99,6.04,0.15999999999999992,0.73,2.04,0.8399999999999999,0.84
2023-07-01,-5.6,-5.6,-4.3999999999999995,3.2200000000000006,5.7,4.209999999999999,1.6900000000000004,-2.66,4.26,-6.4
2023-08-01,-0.45999999999999996,-0.45999999999999996,-2.63,-0.09000000000000075,1.3100000000000005,3.54,-0.96,6.030000000000001,2.1900000000000004,2.1999999999999993
2023-09-01,2.47,2.47,1.68,1.9300000000000002,2.29,5.05,0.9000000000000001,-1.94,1.08,2.28
2023-10-01,2.92,2.92,-1.4999999999999996,-3.59,-4.18,-4.66,-6.91,-7.73,1.5900000000000003,4.2
2023-11-01,-0.9800000000000004,-0.9800000000000004,-0.18000000000000016,-1.35,0.16999999999999993,3.74,1.9100000000000001,3.35,2.99,8.0
2023-12-01,1.17,1.17,-1.78,1.5699999999999998,3.62,3.92,3.43,0.8899999999999999,1.5599999999999998,2.8899999999999997
2024-01-01,3.419999999999999,3.419999999999999,5.359999999999999,20.419999999999998,20.16,24.18,0.5499999999999998,-4.07,18.88,18.439999999999998
2024-02-01,-8.17,-8.17,-8.33,-10.620000000000001,-9.739999999999998,-9.43,-1.3999999999999986,3.3200000000000003,-6.5600000000000005,-1.4300000000000006
2024-03-01,5.58,5.58,6.16,-2.32,0.09000000000000002,-1.48,0.3799999999999999,3.31,4.58,4.73
2024-04-01,3.58,3.58,6.27,-0.5800000000000003,-3.52,-1.5300000000000002,-4.66,-0.9299999999999999,3.0700000000000003,-0.9499999999999997
2024-05-01,1.3900000000000001,1.3900000000000001,2.84,9.46,7.38,8.89,-4.88,-11.94,2.65,0.45999999999999996
2024-06-01,3.38,3.38,9.3,3.1,0.27,1.2799999999999998,-6.66,0.54,6.95,9.0
2024-07-01,0.01999999999999999,0.01999999999999999,1.73,2.09,-0.54,-5.28,-5.08,2.32,4.17,4.86
2024-08-01,-2.4200000000000004,-2.4200000000000004,-0.8499999999999996,-0.31999999999999984,2.8200000000000003,7.71,2.6499999999999995,-3.12,2.5200000000000005,4.74
2024-09-01,-5.670000000000002,-5.670000000000002,6.729999999999997,-10.520000000000001,-13.61,-8.650000000000002,0.6600000000000001,0.33999999999999986,-15.370000000000001,-23.44
2024-10-01,4.76,4.76,1.7199999999999998,-1.96,-13.81,-12.0,-17.04,-14.21,-9.54,-10.559999999999999
2024-11-01,1.08,1.08,-0.73,1.1900000000000004,-0.55,-2.54,-4.16,-3.7,-1.82,-2.99
2024-12-01,2.68,2.68,-2.88,4.91,8.07,6.380000000000001,-0.74,5.75,8.17,8.87
