stockid,date,close,vol,ret_simple,ret_log,vol_20,vol_60,vol_20_annual,vol_60_annual
SH000016,2015-01-05,2649.64,18242556600,0.026367675484298303,0.02602604072545489,0.028717112031830166,0.021197395483335924,0.45587002084922035,0.3364982213471439
SH000016,2015-01-06,2629.4,17343999300,-0.0076387735692394765,-0.007668098432841219,0.02892040565942753,0.021198570843894864,0.4590972071397012,0.33651687961758264
SH000016,2015-01-07,2635.23,12831772000,0.002217235871301515,0.002214781431224999,0.027748474857393034,0.0210843471334779,0.4404933824039427,0.3347036344280406
SH000016,2015-01-08,2558.11,11836791500,-0.029264997742132537,-0.029701760133932886,0.025645613639351056,0.02159658889663557,0.40711149545621406,0.34283522032677927
SH000016,2015-01-09,2569.02,15620951000,0.004264867421650997,0.004255798650183884,0.024990382389803067,0.02160148591724656,0.39671002183096155,0.34291295811899025
SH000016,2015-01-12,2543.85,11918358600,-0.009797510334680126,-0.00984582175246107,0.024014172898043723,0.021681273342528926,0.38121317657478565,0.344179544229274
SH000016,2015-01-13,2527.83,7707908000,-0.006297541128604256,-0.006317454287383839,0.024156087318604292,0.021733454439541115,0.3834659981603282,0.34500789346427074
SH000016,2015-01-14,2534.23,8412231000,0.0025318158262224166,0.0025286161800055496,0.024166569928514937,0.02173298282982025,0.383632404433815,0.345000406892047
SH000016,2015-01-15,2632.89,11192316700,0.038930957332207416,0.03819225883328503,0.023775938184065655,0.021999800916694907,0.3774313177336942,0.3492360127110332
SH000016,2015-01-16,2653.03,13495118000,0.007649389074363189,0.0076202808436400815,0.02275372849324709,0.021955857899289433,0.36120424195569734,0.3485384389355572
SH000016,2015-01-19,2410.2,14016357000,-0.0915293079987789,-0.09599265143377433,0.03206433656018513,0.025707175667177798,0.5090055629551566,0.40808876235122044
SH000016,2015-01-20,2403.72,13747663600,-0.002688573562359964,-0.002692194267404524,0.03198423697352116,0.025711535436736713,0.507734021436565,0.40815797154737904
SH000016,2015-01-21,2542.32,14880047700,0.05766062602965416,0.056059512630463715,0.03421626209835609,0.02631316082395127,0.5431663218387317,0.417708478489335
SH000016,2015-01-22,2544.31,11370877700,0.00078274961452518,0.0007824434258143498,0.033757434797720615,0.026307193267116696,0.5358826642454805,0.41761374646142146
SH000016,2015-01-23,2564.51,12455134900,0.0079392841281134,0.007907933835149095,0.03179236253013685,0.026294157929348257,0.504688109075702,0.41740681688947534
SH000016,2015-01-26,2562.36,9597946800,-0.0008383667835181186,-0.0008387184094917899,0.030893749859384284,0.026317341424204162,0.4904230751650049,0.41777484346093574
SH000016,2015-01-27,2522.1,11654287600,-0.015712077928160095,-0.0158368209984614,0.029733005145408976,0.026407615573713735,0.4719968240721361,0.41920790115745693
SH000016,2015-01-28,2486.28,8635638000,-0.014202450339003136,-0.014304270348969084,0.02989582476638088,0.026515207093175272,0.47458150542605687,0.42091586357950567
SH000016,2015-01-29,2442.04,8140496500,-0.017793651559760093,-0.017953861907512803,0.02988460420327304,0.0266770602352671,0.47440338450873615,0.4234852025568419
SH000016,2015-01-30,2405.38,7659115000,-0.015012039114838394,-0.015125860336355323,0.0294568212415339,0.026784277619479806,0.4676125405175016,0.42518722576594004
SH000016,2015-02-02,2332.53,8467689300,-0.030286274933690294,-0.030754379841401835,0.029192896030125356,0.027195977576840422,0.4634228576728587,0.4317227599776525
SH000016,2015-02-03,2405.76,8227465900,0.03139509459685397,0.030912346560636905,0.030354411153648477,0.027382660985634258,0.48186133863815456,0.43468626721907433
SH000016,2015-02-04,2372.46,7753135800,-0.013841779728651304,-0.013938470446281492,0.030382784781213427,0.027338873983607265,0.48231175601213233,0.4339911701109513
SH000016,2015-02-05,2348.92,11071325100,-0.009922190468964698,-0.009971743456070215,0.02986300845297361,0.027395841774964545,0.4740605626007273,0.4348955057629832
SH000016,2015-02-06,2325.24,7693111300,-0.010081228820053578,-0.010132388532915648,0.02982019684661718,0.027454074126306616,0.47338094941884945,0.4358199156824411
SH000016,2015-02-09,2366.77,7390338300,0.017860521924618622,0.0177028968794799,0.03021746494600767,0.02748441433694801,0.47968738498768865,0.4363015515949358
SH000016,2015-02-10,2403.55,6886203100,0.015540166556108126,0.015420654733295791,0.030504454901285567,0.027510701644171267,0.48424320929032183,0.43671884966023755
SH000016,2015-02-11,2415.13,5053898300,0.00481787356202279,0.004806304752354329,0.030528540325687355,0.027414472086199862,0.4846255535494533,0.43519125278524146
SH000016,2015-02-12,2416.45,6066235800,0.0005465544297820202,0.0005464051233099454,0.029016708709694403,0.0272615406937081,0.46062597066871974,0.4327635421921134
SH000016,2015-02-13,2427.47,8379347900,0.004560408864243026,0.004550041706774088,0.02895844925305814,0.027226192468670227,0.459701130466056,0.43220240651568687
SH000016,2015-02-16,2431.21,6260811600,0.0015406987521988658,0.0015395130935482726,0.019347241724031888,0.027229683766850223,0.3071279409410455,0.4322578291561091
SH000016,2015-02-17,2445.26,6001057300,0.005779015387399777,0.005762380934380751,0.019367695022736525,0.027145652427400937,0.30745262699222586,0.4309238729969983
SH000016,2015-02-25,2407.46,6398738400,-0.015458478852964586,-0.015579206934967615,0.014677636460685461,0.027167726416558704,0.23300025545512798,0.43127428671152584
SH000016,2015-02-26,2478.06,9470706200,0.029325513196480912,0.028903746182349366,0.016289770394026026,0.02732967523245416,0.25859208826161306,0.43384514446341044
SH000016,2015-02-27,2474.59,8565192300,-0.0014002889356996562,-0.0014012702564469848,0.016144593213985325,0.027237702500551565,0.256287471975037,0.4323851226073295
SH000016,2015-03-02,2479.24,8805251800,0.0018790991639017207,0.00187733586566452,0.01616437983922448,0.027190355776011848,0.25660157491304525,0.4316335166561761
SH000016,2015-03-03,2396.8,9127474200,-0.033252125651409115,-0.03381754725733366,0.017444375065059924,0.02739244651297732,0.2769208691945085,0.4348416076498585
SH000016,2015-03-04,2397.99,6429528500,0.0004964953271027195,0.0004963721140791577,0.01723203821157037,0.027395547184737686,0.2735501261434646,0.43489082928810957
SH000016,2015-03-05,2366.9,7777330000,-0.012965024874999398,-0.01304980438621417,0.017023829884147235,0.02675149318522579,0.2702449214119386,0.4246667890064796
SH000016,2015-03-06,2371.62,6480420500,0.00199416958891363,0.001992183872205011,0.016733875401361013,0.026742622265644406,0.2656420366940544,0.42452596752380284
SH000016,2015-03-09,2429.87,10619571600,0.02456127035528466,0.024264492038170715,0.01604233896539198,0.025873892455981214,0.2546642361013704,0.4107353093265391
SH000016,2015-03-10,2395.43,7843558600,-0.014173597764489454,-0.014275002521817903,0.014904306875881936,0.025868488560453633,0.23659853674424175,0.4106495251444774
SH000016,2015-03-11,2408.5,7007419000,0.005456222891088602,0.0054413916309519195,0.014591845412659569,0.025269258256793957,0.23163836478837532,0.4011370389752541
SH000016,2015-03-12,2485.11,12477820100,0.03180817936475,0.031312777074322895,0.015859759065407535,0.024605746242112293,0.2517658700428231,0.39060411227874736
SH000016,2015-03-13,2495.28,10420594100,0.004092374180619807,0.004084023193226649,0.015564619653027011,0.02428302614560421,0.24708067711930745,0.3854810895680884
SH000016,2015-03-16,2550.86,10413208200,0.022274053412843386,0.022029609858956967,0.01580028065119462,0.02411410552630336,0.2508216794885199,0.382799557868202
SH000016,2015-03-17,2583.2,13209205200,0.012678077197494142,0.01259838324728424,0.015702820677155078,0.024146438431291998,0.24927455036397128,0.38331282682278733
SH000016,2015-03-18,2649.64,14795882100,0.025720037163208476,0.025394841251279665,0.0164431867463652,0.024323018550962198,0.26102749735365377,0.3861159493215396
SH000016,2015-03-19,2630.24,13359586800,-0.0073217493697257385,-0.007348684934145311,0.016640062202144864,0.023772459661523335,0.26415279832512667,0.37737609790023274
SH000016,2015-03-20,2680.68,15375499400,0.019176957235841563,0.018995396902632855,0.016964621408212744,0.023458504444459898,0.26930501599495976,0.3723922133372658
SH000016,2015-03-23,2720.67,14209193500,0.014917856663234863,0.014807679822962605,0.017082795737846462,0.023476294734812032,0.2711809753203353,0.3726746254414061
SH000016,2015-03-24,2683.65,15361757900,-0.013606942407568767,-0.013700365282853788,0.017620421795242532,0.02353812821987385,0.27971552439764413,0.3736562015864261
SH000016,2015-03-25,2649.16,13227039900,-0.012851899465280536,-0.01293519960488787,0.017469925957786223,0.02355037536027702,0.27732647704208535,0.3738506189130969
SH000016,2015-03-26,2687.76,13344292500,0.014570656358996903,0.014465524343494351,0.016702191270507937,0.023412521136490217,0.26513906670958765,0.3716622509531786
SH000016,2015-03-27,2689.24,11986937400,0.0005506444027738588,0.0005504928537751752,0.01667427122648603,0.022591325388849642,0.264695849751132,0.3586261725974143
SH000016,2015-03-30,2784.46,18138365900,0.03540777319986321,0.03479533289408998,0.01800845040679139,0.02250104329912465,0.2858752876440599,0.357192988853881
SH000016,2015-03-31,2754.66,17583371800,-0.010702254656199117,-0.010759935697504552,0.015959892546302798,0.021915451618176103,0.2533554397729837,0.3478970091081722
SH000016,2015-04-01,2799.45,12528132200,0.016259719892836033,0.01612894630433903,0.016009504992785764,0.02198409653661602,0.2541430129449483,0.3489867134059342
SH000016,2015-04-02,2781.64,12218473400,-0.006361963957205896,-0.00638228749416303,0.015618454468164386,0.02192369977566633,0.24793527831569123,0.348027944549134
SH000016,2015-04-03,2817.18,11296925100,0.012776635366186895,0.012695702795491037,0.015582465682876669,0.02179837412788286,0.24736397406053964,0.34603846156753515
SH000016,2015-04-07,2889.45,16013944200,0.025653312887355506,0.025329787977701024,0.015640512297487422,0.021785253929879768,0.2482854355007952,0.34583018488112655
SH000016,2015-04-08,2952.08,17985383700,0.021675405353960064,0.02144383404788286,0.014905678338566132,0.021902741746833074,0.23662030803941048,0.3476952461555565
SH000016,2015-04-09,2931.77,17676448300,-0.00687989485379803,-0.006903670442180321,0.015372196811340708,0.021932341511306633,0.24402605920528558,0.34816512784953524
SH000016,2015-04-10,2986.6,14121595800,0.018702012777264132,0.01852928044118851,0.014682219715726355,0.021640968341676503,0.2330730123733283,0.34353972217618745
SH000016,2015-04-13,3041.12,16933958300,0.018254871760530422,0.018090251979359095,0.014759640065907274,0.021732619404940298,0.2343020223312938,0.34499463770093136
SH000016,2015-04-14,3052.41,16230036200,0.0037124480454568953,0.0037055739181859337,0.014533494295335396,0.02166917039625354,0.23071206951740025,0.3439874159134189
SH000016,2015-04-15,3053.3,17902592900,0.0002915728883079449,0.0002915303891946053,0.014632207749264464,0.021637585154274264,0.23227909701831553,0.34348601574115717
SH000016,2015-04-16,3183.3,17196755400,0.04257688402711812,0.041695421637745866,0.016019260396596447,0.02220203723550845,0.25429787517948077,0.35244641474490807
SH000016,2015-04-17,3235.33,20765993400,0.0163446737662174,0.01621253745832618,0.015601059801798985,0.02180270148135623,0.24765914654764049,0.34610715617428883
SH000016,2015-04-20,3164.46,26597612700,-0.021905029780578733,-0.02214850709803251,0.017047097351344288,0.022043212001863616,0.2706142810029892,0.3499251423240323
SH000016,2015-04-21,3214.36,18442769200,0.01576888315858005,0.01564584607330488,0.01706497004078546,0.01786711053514064,0.27089800115211654,0.28363158673970584
SH000016,2015-04-22,3299.22,20173807100,0.026400278749113326,0.026057805898668462,0.01667389479629015,0.018047417794967525,0.2646898741070263,0.28649387575419455
SH000016,2015-04-23,3273.4,17713793100,-0.007826092227859793,-0.007856876808137514,0.016336279736996064,0.01684550847325884,0.25933040119245143,0.2674141567720455
SH000016,2015-04-24,3223.96,18513593600,-0.0151035620455795,-0.015218782470121539,0.017285510891685753,0.017026420876659797,0.27439897862459306,0.2702860521429611
SH000016,2015-04-27,3308.45,20026697500,0.026206900830034963,0.025869384147469532,0.017551881159908505,0.01725364508571946,0.2786274755428669,0.27389312463711235
SH000016,2015-04-28,3282.33,26604285900,-0.007894935694962912,-0.007926265707681068,0.01701305667385375,0.0173132011322727,0.27007390200038844,0.2748385475666127
SH000016,2015-04-29,3283.28,14666628500,0.00028942854618518865,0.0002893866698236991,0.016536848991227742,0.01712214611272767,0.2625143393965077,0.2718056431559323
SH000016,2015-04-30,3250.49,14628827900,-0.009986964255257025,-0.010037168521259687,0.016954415584072156,0.01705187469744014,0.269143003559357,0.2706901190211682
SH000016,2015-05-04,3272.0,13327095300,0.006617463828530568,0.006595664532623502,0.016641848837039865,0.016797403171857468,0.26418116027482175,0.26665050878653446
SH000016,2015-05-05,3148.81,17060778100,-0.037649755501222515,-0.03837681505673807,0.019564290302143846,0.017519354848161396,0.31057348030167203,0.27811113635117285
SH000016,2015-05-06,3139.02,14799113800,-0.0031091110610039774,-0.00311395438836648,0.01907969328012012,0.01693043453405168,0.3028807410635284,0.26876231619216273
SH000016,2015-05-07,3094.88,10944092900,-0.014061713528426,-0.014161516123746054,0.01904144143991824,0.016758007707508005,0.30227351192533986,0.26602512517781896
SH000016,2015-05-08,3110.45,10327816500,0.0050308897275499476,0.0050182770860107695,0.018922349510572492,0.016588115226732588,0.3003829861561175,0.2633281656553095
SH000016,2015-05-11,3169.13,13376665900,0.0188654374768924,0.01868969201427184,0.018929329740734968,0.01657657659469475,0.30049379387474096,0.2631449955502575
SH000016,2015-05-12,3188.31,13081305400,0.006052134181936397,0.006033893577249927,0.018611645957269298,0.01645753817324635,0.2954507201550914,0.26125531919257244
SH000016,2015-05-13,3141.3,11730550400,-0.014744488459403238,-0.014854268869793685,0.018999850290248567,0.016576657413631495,0.30161327289273654,0.26314627851110456
SH000016,2015-05-14,3128.57,10533870600,-0.004052462356349262,-0.00406069583335622,0.01903852364104343,0.016554256885035337,0.30222719330414916,0.26279068114369364
SH000016,2015-05-15,3060.41,10999319500,-0.021786311317950502,-0.02202713722908456,0.017145944047474743,0.016901739021407455,0.27218342365827847,0.26830678905096195
SH000016,2015-05-18,2998.39,8704172400,-0.020265258576465217,-0.020473415972602993,0.017060689215048722,0.017188816798485867,0.2708300451502841,0.2728640074814583
SH000016,2015-05-19,3116.09,11120662700,0.03925439986125889,0.03850353283061381,0.018917548569224615,0.017769839022035976,0.3003067735749246,0.28208744933975044
SH000016,2015-05-20,3122.85,12455733200,0.0021693853515141193,0.002167035632796299,0.018538234871834303,0.017768453877122576,0.29428535530187355,0.2820654608459266
SH000016,2015-05-21,3150.9,9475578400,0.008982179739660978,0.008942079906947953,0.01757169824924406,0.017778014970896334,0.27894206208341304,0.2822172385042494
SH000016,2015-05-22,3248.86,15002110400,0.03108952997556247,0.030616039262257644,0.01898073485972501,0.01790562280695222,0.30130982484052093,0.2842429501015312
SH000016,2015-05-25,3349.95,15858571000,0.031115529755052496,0.030641254775495952,0.019843765374235645,0.017946303351055203,0.31501000953205255,0.28488873371890294
SH000016,2015-05-26,3386.59,14789468400,0.010937476678756441,0.010878095078254546,0.01916282798330193,0.017941798407109667,0.30420046356315783,0.28481721995080195
SH000016,2015-05-27,3344.74,14747053900,-0.012357563212553102,-0.012434552823661349,0.019301439474011087,0.018081706026998334,0.30640085276279205,0.2870381845632921
SH000016,2015-05-28,3124.62,17825520600,-0.06581079545794288,-0.06807628681256439,0.024717071905171122,0.019788318391572912,0.39237135239270554,0.3141298159696055
SH000016,2015-05-29,3111.33,13378440400,-0.004253317203371965,-0.004262388287591179,0.024657760233040293,0.019813829812140037,0.3914298087868961,0.3145347972160811
SH000016,2015-06-01,3244.32,14102337300,0.042743778384163766,0.041855487531123,0.026509774707244263,0.02025992582587462,0.4208296271263106,0.3216163518952748
SH000016,2015-06-02,3258.31,13480053300,0.004312151698969258,0.004302881014341509,0.024966831811058153,0.02025581345495118,0.3963361679834174,0.32155107003070116
SH000016,2015-06-03,3238.43,12830697700,-0.006101322464713288,-0.0061200115903208285,0.025006412920195266,0.02015305385461224,0.39696449861177485,0.3199198119467738
SH000016,2015-06-04,3299.03,18456793900,0.018712771312024756,0.01853984140780618,0.024993520234092563,0.02007206897478689,0.39675983356481864,0.3186342168349278
SH000016,2015-06-05,3303.99,18814564800,0.0015034722327471606,0.0015023431499248119,0.024992378226593052,0.020078154103812886,0.3967417047577842,0.31873081526351904
SH000016,2015-06-08,3458.71,24825404200,0.04682822889899785,0.04576485816065379,0.02656946197538733,0.02047858146748571,0.4217771331339709,0.32508740259806007
SH000016,2015-06-09,3414.0,22044856100,-0.012926784841747363,-0.013011062808173435,0.026846601914423052,0.020617204923654136,0.42617659327628366,0.32728798174347157
SH000016,2015-06-10,3370.38,15529469100,-0.012776801405975369,-0.012859126720952574,0.0267787464412598,0.020627205119350296,0.4250994210337761,0.3274467299287157
SH000016,2015-06-11,3347.12,13807384800,-0.0069012989633217,-0.006925223062122399,0.02682903592178504,0.020653561437443332,0.4258977417879706,0.3278651235076126
SH000016,2015-06-12,3350.25,14526225500,0.0009351322928368155,0.0009346953290272353,0.026167893905286815,0.020471079726547898,0.4154024376462702,0.3249683161525312
SH000016,2015-06-15,3262.48,16732255900,-0.026198044922020713,-0.02654732755637923,0.02650633530880189,0.020797488460305713,0.4207750283686815,0.33014989416422724
SH000016,2015-06-16,3179.65,15596989800,-0.025388661386429923,-0.025716514520183864,0.02602006522573566,0.021035821359655635,0.41305573010985774,0.3339333116497765
SH000016,2015-06-17,3211.71,15957156300,0.010082870756215279,0.010032377740909482,0.02609780156217658,0.02099879486813754,0.4142897561941933,0.33334553431890773
SH000016,2015-06-18,3068.49,13734504200,-0.04459306724455203,-0.045617921662140404,0.028047033315304587,0.021811542868041555,0.4452328509926362,0.3462475088367748
SH000016,2015-06-19,2903.06,13178392400,-0.05391251071373859,-0.055420230817301075,0.029452920169544743,0.022971108548779366,0.4675506129195224,0.3646550433572402
SH000016,2015-06-23,3003.16,13561764400,0.034480858129008585,0.03389971453203522,0.029672297213008198,0.023291445032547813,0.47103311552168786,0.3697402273887133
SH000016,2015-06-24,3045.24,14158588200,0.014011907457478046,0.013914648154754516,0.029767932431056545,0.023342658561266372,0.4725512775429,0.3705532169532216
SH000016,2015-06-25,2943.99,16015830700,-0.03324861094692044,-0.03381391166816616,0.03041401378915782,0.023392898255864863,0.482807501144405,0.37135074738033025
SH000016,2015-06-26,2736.7,18335580400,-0.07041124460341242,-0.0730129891317155,0.03095627298949231,0.025228639578555825,0.49141559908573595,0.4004922374480406
SH000016,2015-06-29,2678.37,21201871400,-0.02131399130339462,-0.02154441445656996,0.03112749337398198,0.02528640048439684,0.4941336384262031,0.4014091634021834
SH000016,2015-06-30,2870.03,21959229800,0.07155844786194598,0.06911408214512615,0.03387722952212338,0.02683187347784914,0.537784346540364,0.4259427865940315
SH000016,2015-07-01,2736.85,16995770200,-0.04640369612861195,-0.04751485865235949,0.035000271509640773,0.027486779209302602,0.5556120854054923,0.43633909277973176
SH000016,2015-07-02,2714.25,20904575400,-0.008257668487494763,-0.00829195189638643,0.034995148764760634,0.027293680780408808,0.555530764351595,0.43327375025127013
SH000016,2015-07-03,2582.27,18436191800,-0.04862485032697794,-0.049846815071748374,0.03551735476324732,0.02784438428585961,0.5638205275824467,0.4420158973805961
SH000016,2015-07-06,2750.0,34483427900,0.06495447803676613,0.0629320546204033,0.03923106530974308,0.029078017962297666,0.62277385486628,0.4615992248814526
SH000016,2015-07-07,2812.45,35031479800,0.02270909090909079,0.022455077916254673,0.03783432721906584,0.029127234549788678,0.6006013250585411,0.4623805139867354
SH000016,2015-07-08,2608.98,37745940000,-0.0723461750431118,-0.07509664924185167,0.040516794168295955,0.030542066059256214,0.6431841677454191,0.4848402679133908
SH000016,2015-07-09,2781.08,27117677000,0.06596447653872395,0.0638800011159022,0.04405448986869121,0.031716500608166366,0.699343345970229,0.5034838383986223
SH000016,2015-07-10,2898.41,29625184200,0.04218864613747164,0.04132296930340296,0.045506310500408965,0.03219564525239923,0.7223902840090163,0.5110900238226344
SH000016,2015-07-13,2869.05,23334105500,-0.010129691796536555,-0.010181346249671819,0.04546963556499594,0.03172639613703242,0.7218080874583029,0.5036409250494485
SH000016,2015-07-14,2763.07,19436842400,-0.03693905648211082,-0.03763858412112153,0.04577751956329064,0.03197090869959948,0.7266955944111669,0.5075224416473499
SH000016,2015-07-15,2757.95,18594802800,-0.0018530113243603319,-0.0018547302736608984,0.04561055311714124,0.03186809636897777,0.7240450842483456,0.505890346496134
SH000016,2015-07-16,2742.85,13524616300,-0.005475081129099446,-0.005490124319368128,0.04543515590966698,0.03178316161347307,0.721260739898553,0.5045420490517448
SH000016,2015-07-17,2807.06,13024111200,0.0234099567967625,0.02314014647652929,0.04502972462405917,0.031740707951786795,0.7148247177658923,0.5038681180653491
SH000016,2015-07-20,2783.76,13086249500,-0.008300499454945598,-0.008335140425301368,0.04342710231054271,0.03174208689642598,0.689383877243127,0.5038900081328712
SH000016,2015-07-21,2772.77,11582657800,-0.00394789780728233,-0.003955711327262357,0.04259250266573065,0.031700076827409975,0.6761350186162737,0.5032231189618092
SH000016,2015-07-22,2739.79,10665453000,-0.01189424294117436,-0.011965545405292488,0.04241263518131991,0.03150161441138735,0.673279710820088,0.5000726257774758
SH000016,2015-07-23,2790.76,11358203900,0.018603615605575774,0.018432685045393526,0.04217129051479409,0.03161736753174092,0.6694484830128132,0.5019101495970875
SH000016,2015-07-24,2741.04,12392890800,-0.017815935444108533,-0.017976549744108006,0.03901749022296101,0.031675940658166445,0.6193834554710937,0.5028399691532883
